,0
437,나홍진 감독은 자꾸 신앙이나 철학가지고 힘들게 할생각 말고  차라리 좀비영화나 싸이코 패스 영화자전적 이야기나 신나게 만들었음 좋겠다 제발 호화 캐스팅 하지 말고 야망 가득한 이런 차가운 감성의  별 0개는 선택할수 없나요  살아 오면서 지금까지 본 영화 중 가장 최악 무엇을 말하려고 만드셨나요 나감독님 영화는 이제 안볼래요  내가 이영화때문에 로그인해서 감상평 첨쏘본다 진짜 솔직하게 별 한개도 아까운 런닝타임만 졸라 긴 내가 올해본 한국 최악의 영화다 ㅋ  관객들의 곡성 소리가 들린다 아이고 내 돈  진짜  난해한영화  말하려는게 당췌 멀까   허무한엔딩대낮에 좀비가 공격하는건 정말 아니다  이런영화가 관객 300만을 넘다니볼만한 영화 없을 때  타이밍 기가막히게 개봉했네  황정민영화 히말라야이후 안보리라 다짐했건만  볼거 없어서 혹시나 하고  봤더니 역시나네 이건뭐 좀비영화에 스릴러에 짜집기하 3류감독의 짬뽕탕 영화줄먼 악마 좀비 귀신 잡것들 다 나오고영화보던중 시간아까워서 나가고싶단 생각 간만이라서신선햇음ㅋㅋㅋ  이거 재밌다고 하는 사람들이 현혹된 거다 갖은 양념에 현혹되지 마라  시간이 넘 길고 화면이 흐릿  음성도 뭐라는지 잘 안들려이런 좀비 무당 귀신물이 충격적이고 참신하다는 이들은 뭔가340년 전에 유행하던 류가 아닌가제발 이젠 이런 수준 낮은 폭력 영화 그만 좀 하자  보고난 후에 어이가 없어서 열받지만 그냥 박스오피스 1위중인 영화이고 연기파 배우들 나온다 하니 좋았다 착각하게하는 영화 한국영화 미래가 안타깝다  급식충들이나 여자들 이거 감독 전작이나 예고편 느낌만 봐도 감 안오냐 무슨 이 영화 보고 힐링 받고 싶은 거였냐 되도 않는 이유로 까고 앉았네 무순 중국집와서 햄버거 찾고들 있어 개 ダ殮만  왜 다들 빈수레가 요란하다는지 알겠네요진심 보다가 나오고 싶었습니다  
438,핵노잼 진짜 시간아까움  
439,역대급 노잼 영화  1점도 아까운 영화 어린 초등학생 아이가 오로지 귀신들려서 일가족을 칼로 무참히 살해하고 극 중 제정신을 가진사람이 단 한명도없다 스토리의 개연성도 부족하고 어린여자아이가 피가 낭자한 촬영현장에서 귀신들린역할 끝나니깐 내 주위는 이영화뭐냐고 전부 웅성거리던데 평점은 왜 이리높지 비추 완전비추 무섭고 그런거 떠나서 내용이 허술하고 결말도 허술하고 이해도안되고 이해해도 찝찝한영화 원인결말 되게 텅텅비고 보고 나오면 기분 정말 최악입니다 최악입니다  진심 제목하난잘만드신듯 곡소리남진짜 보는내내곡소리가났다 욕과짜증만남은영화  
440,개인적으로 핵노잼인듯합니다  알바  들이 영화 시사회도 시작안는데    평가를 하네 ㅋㅋㅋ 니들도 무당임  평점 너무높다 감독아 의도라고 의도도 작품이 완성 됐을때 이끌어지는것이지 이것저것 섞을수있는 오컬트적 요소는 다 끌어놓고 무슨 의도냐 배우와 예산이 아깝다 여자애가 연기 제일잘했고 황정민은 왜나왔는지 모르겠 
441,영화가 끝나고 엔딩크레딧이 올라오는데도 반이상의 관객들이 자리에서 일어나지 못하고있었다  평점 떨어지니까 알바생 급 풀엇네  
442,호불호가 갈리겠지만 저는 추천드리고 싶네요 보는내내 긴장감의 연속이였어요  
443,자신이 겁이 정말 많지 않다면 꼭 극장에서 봐야 할 영화  호불호 존나 갈릴내용  영화 크레딧 끝나고 욕나온좋은의미로 몇 안되는 영화중 하나  아놔 집에 아무도 없는 야심한 밤에 불 다 끄고 방 문 닫고 혼자 영화 봤다가 혼절할 뻔 했네ㅋㅋㅋ 다 보고 등에 전기 찌릿하게 오고 개 무서워서 방마다 불 다 켜고 나 혼자 굿 했다ㅋㅋㅋ 막판에 카메라  대단한 대배우님들 속에 김환희양 연기력이 극 중 스토리를 쳐지지 않게 이끌어줘서 정말 놀랍고 재밌게 봤던 기억이 납니다 앞으로가 기대되는 배우네요 ㅎㅎ  우리나라 오컬트 영화중에 최고인듯 보기 힘들었긴 했음  이미 돌이킬 수 없는 강을 건너버린 딸을 끝내 놓지 못하는 아버지의 모습이 짠하기 그지없었다  몇번을 다시봐도 줄타는 대로 끄덕여지는 기묘하고 대단한 영화  미끼를 덥썩 물어서 낚였지뭐야  감독의 편집에 사고가 마비됨  정황증거와 의심이 분노와 만날 때 절대 악 혹은 맹신은 거기서 시작된다  이영화를 보고 사바하도 봤지만 비슷한분위기래도 곡성은 차원이 다르다 일본할배 카리스마 쩔어  살면서 3번을 봤는데 볼때마다 미스테리하고 기괴하며 소름돋는 영화임스크린 속으로 너무 빠저 허우적대는 자기 자신이 느껴진다면 감독이 던진 미끼를 물었다고 보면됨그 복잡하고 미묘하고 뭔지 모를 관계들도 감독이 만든 다시봐도 수작 평론가들 평점이 증명해줌  41년 나의 인생에서 최고의 몰입감과 공포감을 준 영화몇번을 다시봐도 똑같이 몰입감과 공포감을 주는 영화몇달후 또 보고싶은 영화정말 재미있다   ㅡㅡ  한국 영화가 앞으로 나아가야 할 방향  이해하기 어려운 플롯을 갖고 있으나압도적인 연출이 모든 난해함을 뒤덮고도 남는다 실로 대단한 오컬트호러무비 한국에서 이런 작품이 나오다니 그냥 놀라울 따름  한국형 최고의 공포영화 중 하나  천우희가 다했음 천의 얼굴임  후폭풍 장난아니고 반전 미쳤고 무섭고 다해 걍  반전그이상 인영화  감독은 예술가인듯  이런 분위기영화 넘 좋아  더이상 말할게 있나  평식아 너도 이거보고 현타왔냐  한국 영화의 최고봉   나홍진은  추격자도 그렇고 사람 불편하게 만드는데는 최고인거같아  의심 하나로 확신하는 인간의 어리석음을 풍자한 메시지도 참신했지만 영화 끝날때까지 누구 말을 믿어야 할지 관객의 마음을 갈팡질팡 하게 만든 스토리 구조에 감탄했습니다  매 작품 늘 제 뒤통수를 쳐 준 나홍진 감독 이런 명작 또 안나오나  진짜 너무 재밌음ㄹㅇ 꼭 보셈  지금껏 관람했던 공포영화중 개인적으로 가장 무섭다고 느낀 영화  스토리는 역대급 명작인 듯 평점 1점 준 사람들은 스토리 이해를 전혀 하지 못했기 때문이라고 생각함  어느정도 이해한 사람은 극찬을 아끼지 않고 이해 못한 사람은 이게 뭐냐고 욕을 하더라 추격자에 이어서 뒷 맛이 찝찝한 영화로는 탑에 든다 배우들 연기력만으로도 시간 들여 볼 가치 넘쳐나요  세상에 대한 치열한 고찰과 사유 끝에 나온 이야기 신이 정말로 있으면 제발 나타나 보라고 절규하는 영화 곡소리 가득한 세상을 담아낸 필름  봤는데 잘 기억은 안나지만 이것만은 확실하다 정신건강에 해롭다  다시봐도 굿입니다 오  영화 잘만들었는데 참 늘 답답한 이야기 속에는 답답한 전개가 있는 게 아니 매번 착한놈은 그냥 믿으래 내 정체를 니가 알아서 뭐하게라면서 그냥을 강요한데 어케믿냐 나서서 변호해도 시원찮을판에 그냥 믿어 여 감독의 역량을 보여준 영화  한국영화는 별로라던 내게 벼락 맞은 듯한 충격을 준 영화  잔인함과 난해함을 이유로 1점을 주는 사람들은 어디가서 영화 본다고 하지마라  별점 테러들은 다 교회 단체에서 나온삘이다 이렇게 엄청난 영화는 한국에서 거의 나오기 힘들다 오묘하면서 관객을 밀어부치는 영화 호불호가 갈리지만 저는 리스펙합니다  나에겐 한국 영화 역대 최고영화다보는내내 분위기에 압도당했다  별로다 진짜로 주고자하는 메시지가 뭔지 결말도 비극으로 끝나고 분위기도 무겁기만 하고 이딴 영화가 당췌 왜 평점이 높은지  살면서 댓글은 처음 써보네요  누가 15세 줌 19세삘인데  마이너스를 못주는게 안타까울 따름웹툰 작가마냥 떡밥은 겁나 던져주고 제대로 회수 못함이런거 볼바에 3류 인디 좀비 영화 도그하우스 보는게 낫다  뭐야 이영화 ㄸㄹ인가 그건 그렇고 평론가들은 이런거 좋아하나ㅇㅅㅇ 별점의 고정관념을 깨줘서 고마워 내 시간두  쓰레기 영화 돈 돌 쇼  장면 하나하나 전혀 이어지는 느낌이 없고 캐릭터성도 별로 주인공에 몰입이 되나  뭐에 몰입을 해야할지도 모르겠고 아무 내용도 재미도 없음 꿈보다 해몽이라는데 막 의미부여할라고 머리 짜낼라고 영화보는거 아니죠 반전 같은 소리하네 일본놈 집에서 와 포르노 나온 순간 악마인거 알았고 황정민이 훈도시 입은거 본 순간부터 한패인거 알았다 영화 곳곳에 이렇게 뻔한 힌트를  허접하게 공개한 허접한 영화를 수작이라고 꿀꿀대는  진짜 보는 내내 암걸리고 찝찝하고 걍 드러운영화 같음 ㄹㅇ  평점이 높아서 낮추려 준다 7점넘을 영화는 아니다 떡밥 가득채워 질문에 대한 답변을 못하게 만드는데만 공을쓴 연출이 좋은 영화다 좀비씬으로 낚은게 제일큰 실수라 생각한다 사실적으로 환각버섯같은거에 홀려 죽인듯 뭣이 중헌지 아직도 모르겠다 난  개인적으로 재미없네요  먼 영화를 만들다 말아 급똥마려웠냐 이게 무슨 관객에게 미끼를 던지는거야 그냥 만들다 말은거지 영화가 시리즈냐  주온도 아니고 ㅡㅡ  한국은 깡패영화랑 사극만 찍어야할듯 아직 갈길이 먼 한국영화   휴  아 재미없다 여기저기 벌려놓기만 한 영화 매우 불친절한영화 영화감독만 알고 재밌는영화 이런영화 좋아하면 수준높은 관객인줄 아는 관객들 수준이 ㅎㄷㄷ하다 메멘토보고 재밌어서 오줌지리는 애들이겠지  아니 딸년하나 못막어 어른셋이  뭣이 중헌지 감독만 모르는 영화  와  이른 써O기 영화가 어떻게 평점이 알바 졸ㄴㅏ 풀었나보네  시간아까워 죽겠네  기대가 컸어서 실망도 큼   배우들 개발 연기에 긴장감도 없고 내용은 완전 개 쓰레기고 귀신과 무당이 싸우는거 부터 개 웃겨서귀신은 인간 한테 쫄아서 자기가 키우는 개 죽는걸 보고 있질 않나 영화 보는 내내 어린 오크년 비명 계속 쳐 질러서 현대시대 배경인데 농촌 일반인도 아니고 경찰이 친딸이 죽어가는데 돈천만원 들여서 굿하는거 말고는 다른 해결책을 생각하지 못한다는게 이영화에 큰 에러다 그리고 레알 날벼락 맞는 장면은 아주 어처구니가 없었다  시간이아깝다 무슨 피카소 작품이냐 이게 앞뒤가 맞다고 생각하는지  끓이다만 죽 마냥 이도저도 아닌 구성에 보는 내내 실소만 나옴 오컬트를 할거면 제대로 하든가 말거면 그냥 말든가 감독이 엄청나게 우유부단한 성격인가봄  개답답하다의미를 담고있다고하지만답답하게하는 부분이많다 찝찝하고 보는동안 한심하고답답하다는 생각뿐  재미없네요 이런걸 6백만이나 봤다니 한심할 따름  올해 본  중에 다 머리 찍고 돌 내리치고 사람 여럿 죽이는데다가 피바다 거기에 섹ㅅ씬 까지 있는데 이게 15세인건 먼데 누가 설명 좀 해조바  역시 한국영화는 거르는게 답  좀비나오는거 보며 웃겼다 ㅋㅋㅋ워킹데드 지금까지 본사람은 아마 별로 신기하지 않고 곡성 좀비나 악마는 그냥 코미디로 느껴졌을듯  난해해보이게 만든 스토리  흠호러물 공포미스테리뭣하나 핵심이 없음 이건 짬뽕임짜깁기연기는 다 좋은데스토리는 개판관객의 몫이다라고 결말을 던지는 무책임한조잡하게 만들어 궁금증만유발하는  정말 빡치게 하는 영화  보지마세요 정신만이상해집니다시간아깝다ㅡㅡ  배우빨로 흥행한 영화이런 영활 극찬하는 것들은 무뇌빠들인가단지 마케팅의 승리였구만  와 내 두시간반 진짜 시간이 너무 아깝다아무것도 볼게 없었는데 왜케 입소문이 난거지  평점 1도 아깝다역겨운영화  노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼  결말을 엉망으로 만들어 놓고 보니 도저히 그대로 내보낼수 없어서 결말을 빼보니 의외로 있어뵈는거 같아서 애라모르겠다 하고 내놓은 작품  홍진아 성공했다 머리는 좋았다만 참 어처구니는 없다  이래서 한국 영화 돈주고 극장서 보면 안됩니다 수준하고는 이런걸 영화라고  이 영화는 처음 시작 장면에 답이 있다 낚시다 감독은 황정민 곽도원 천우희라는 고급 미끼로 관객들을 낚으려 했다  보고나면 이런 영화를 왜 만들지 하는 기분드러워지는 영화  제작자가  악귀다  진짜 머지 ㅜ 이런 영화 본거ㅜ후회 배우들 잘못업꼬 영화 자체가 보고난후 걍 말이 업는 영화  나만 재미가 없나ㅋㅋㅋ  애기맡기고 올해처음본영화인데 애기 24시간보며 잠못잔것보다 더한 피곤과 소화불량이 오네요 정신건강에좋지않습니다ㅜ  이게 15세인 이유도 모르겠고 이것저것 다 섞어놓고 허무하게 끝난 이유도 모르겠고 이게 왜 명작소리를 듣는지 의문이다  그냥 이건 한국영화여서 띄어주는거다 너무하네  1점도 아깝습니다 창의성도 없고 공감도 안되고  이해를 하려고 해도 내용이 이해가 가지 않는다 할배 얼굴만 자꾸 떠올라서 잘 때 미치겠다 ㅜㅜ  에라이1점도 아까움ㅠ  최악이다…뭐하자는 건지…  
444,완죤  어이없슴밑도 끝도없슴  이 영화 볼 돈으로 해피빈 기부나 할걸쓰레기다 진짜웬만하면 평점 안남긴다 영화 볼 사람들 평점 낮은순으로 먼저 리뷰 읽어봤으면 좋겠다 무섭게하려고 쥐어짜내서 무섭지도 않고 굉장히 억지스러움 
445,별로ㅠ입니당 시끄러워요  진짜찝찝함은최고인영호ㄱ·  보고나면 기분나쁜 기운이 몸을 휘감음 긍정적인 에너지가 필요한 사람들은 절대보지마시길ㅜ  언제끝나나 이런생각만 함  볼가치이야기 힐 가치업는 영화  진심으로 이게 재밌냐 다시는 이감독거 안볼듯 본인도 확신없는 철학으로 영화를 만들었네  1점도 아깝다 진짜무슨 이런영화를 쳐만들어서 가슴이답답하네ㅡㅡ 살인장려영화임 아 기분잡쳤네ㅡㅡ  허무함의 극 그로테스크 공포 반전을 재료로 했으나 먹고 나면 찝찝한 별 의미 없는  요리같은 느낌 비싼 재료를 썼으나 모두 관객을 조금이라도 더 동원하기 위한 상업주의 영화의 끝  한 줄로 요약하면 괜 곽도원이랑 아역배우가 그나마 살린영화 중간에 뜬금 없이 좀비는 뭐야 스토리도 영  보지마세요한번만 다시 생각해봐요 굳이 보고싶거든 집에서봅시다분위기 자극적인 장면 배우들 연기력 같은 겉모습에 현혹되지마세요 알맹이가 없어요 이 영화 무서운 이야기 시리즈2인가 3인가를 보세요 차라리 그게더 여러 볼을 던지면 뭐하나 받고 싶은 마음이 없는데  
446,지루했었던 영화중하나 결말이 이도저도 아닌 영화  이게 무슨 15세야 19세도 모자라 욕도 엄청 나오지만 아이한테 욕을 그렇게 시키다니 나와선 안될 장면까지 나오고 너무 잔인하다 밤늦게 이거 보지마세요 그리고 결말에 신경쓰시는 분들도 고려하시구요  안보시는걸 추천 드려요 진심 더럽게 재미없음  15세라기엔 너무 잔인한영화  20세기 폭스사 마케팅에 낚김 스토리 개연성 부족하고  긴장감은 영화 보는 내내 있으나 보고나서 드는 의문점이 한두개가 아니다 일본인이 불사조급 악마인데 인간에게 쫓기는 장면이라던지 중간에 좀비는 누가 잡은건지 일본인이라면 말이 안되고 여자였다면 언급이 됐어야 
447,무서워요무서워요 무서워요 무서워요  보고나서느끼는 기영화 짬뽕은맛있기라도하지 난 힌두교도 나올줄암  15세 연령 준 사람 나와봐요 누나 나쁜 사람 아니야 잠깐만 얘기 좀 할까 응  무슨 내용인지 모르겠는데 사기당한건 확실하다  곡성을 본 이후로  나홍진의 영화는 물론이고 앞으로 한국영화 볼 생각이 싹 사라졌다면 나홍진이 성공한것같다감독이라는 이름은 아무데나 붙이는게 아니고 이동진평론가 좋아했는데 실망이다이런 쓰레기 영화에 의미부여나 배우들의 연기는 넘 뛰어나지만 누가 15세 관람으로 허가 해주었는지  영화는 보고 결정했나  19세로 변경해야함  정말 짜증납니다곡성주민이 무지 싫어하겠네요  앞으론 나홍진 영화는 안본다 아 돈아까워 재미도 없고  보고 너무 짜증났어요  평점 높아서 보러갔는데 진짜 거짓말 안치고 몰입도는 있어요 그런데 난해하고 중간에 끊기는듯한느낌 비만 억수로 옴 진짜 보지마요 진짜 영화끝나자마자 전부 하는말이 헐 뭐임 끝난거 무슨뜻이야 뭐지 막 이 최악의 영화 전개 엉터리고 댓글 알바냐  웬만하면 평점 후하게 주는데 이 영화는 좀 거품이 심하다 걍 감독 자기만의 세계로 영화 만들어놓고 그걸로 열린 결말이다 미끼였다 등으로 포장한 영화라고 본다 영화내에서 관객들에게 주는 메세지도 없고 상영시간도 쓸데없 다보고 난후 최악의 찝찝함  배우들  연기빼고는 볼게없네  평점 알바들 수고한다  욕심이 너무 과했다 많이 아쉽다  영화는 예술이라 표현의 자유는 존중합니다  하지만 관람등급 15세는 흥행수익을 위한 과한 판정같습니다 중학생이 보기엔 잔인함의 연속이지않나요  어설픈 사투리에 어눌한 욕 쓸때없는 내용으로 2시간을 넘는 내용 추격자나 황해에 비해 스릴감 떨어지고 시골배경으로 억지스러운 내용 차라리 미스터리 살인이엿음 좋을뻔햇음 긴장감 없이 비명소리만 기억남  갑자기 뭐가 튀어나오고 소리로 놀래켜서 영화 보는내내 불쾌했음 쯧 1 연출은 좋음 좀많이 공들인듯2 스토리에서 배어나오는 공포가 아니라 그냥 깜짝깜짝 놀래켜서 짜증남3 스토리가 헷깔리는 반전이 아니라 그냥 이거뭐임이게뭐지뭐야악마 기저귀 좀비 기독교 무당 구신내내 굿하고좀비되고 죽이고 피피피완전 정신건강에 안좋음두통답답답함연기자들 연기는최고였음황정음 곽도연효진양때문에 일점줌  
448,황정민은 역시 굿 영화는 이게뭐야ㅡㅡ  안봤는데 지인 4명이 다 별로라고함 천우희는 괜찮았다함  일본호러소설 한편 읽고 나온 느낌그리고 15세관람가는 좀 아닌 듯추격자가 정말 긴장감은 최고였는데 이번 작품은 아쉽다 근데 평점이 너무 좋아 놀랐다 내가 한번 더 봐야하나라는 생각까지 들 정도로  개연성부족반전에 목마른듯한 연출왜놈이 주민들에게 쫓기는 과정중 절벽에서 떨어져 우는 씬이 있는데 왜 우는지 이해가 안된다 감독의도는 거기서 울면 왜놈은 착한놈이겠지란 생각을 심어줄 수 있겠지 인 큰 물음을 던져 놓고 빠져버리는 감독의 무책임한 태도 종교와 독버섯의 관념에 기대어 잔혹함을 신비로움으로 감싸려는 연출적 구성 첫 장면과 끝 장면의 진부함까지  그래서 이 영화는 뭘 성취했지 광기와 극단의 뭐냐 이영화마지막에 배우진 올라갈때 하나같이 하는말  이렇게도 해석해보고 저렇게도 해석해보는 재미를 오랫동안 잊고있었다 이 역시 영화가 주는 즐거움인데  어이쿠 낚였네 낚였어 그래도 시간 때우기 정도는 된다 짜다리 깊이 있는 영화는 아님  이게 진정 추격자 만든 감독의 영화인가 좀비물 좋아하는사람만 보세요  그 이상 기대하지 마셈돈아까워 죽겠슴   불친절한 영화밑도 끝도 없이  반전시킴   아무 내용도  없슴알바생들  천지네  반전이라는건 예상치못함을 일컫는말인데이영화는 이미 예상의 폭을 2지선다형으로 좁히고 맞춰보시지 식이 소름돋는 반전이라기엔그리고 좀비심지어 10점 평 주신분들오 좀비씬은 부정하더라구요저 역시 그 장면에서 완 
449,무섭긴진짜무서운데내용이해하기는진짜어렵네요ㄷㄷ  2시간동안 긴장감으로 영화를 이끌고 갈 수 있는점에서 점수를 주고싶지만 그이상은 아니였다는 개인평이다 지극히 충동적 자극적으로 영화를 2시간 이끌고 간점 무엇보다 모호한 케릭터 설정과 그 뒤를 따르는 모호한  뭔가 있을거 같았는데 암 것도 없음   배우들 연기력이 아깝다 사기당한 기분은 느낄 수 있다  희대의 쓰레기다 뭐이런 기분나쁜영화가  
450,15세 영화는 아닌것 같아요  마지막 엔딩크레딧 나오기전 짧지도 길지도 않았던 검은화면에서 생각이 많았다  별두개는 배우들의 연기에 주는거 진짜 태어나서 이렇게 다보고 불쾌하고 비위상한건 처음이다소재는 신선한데 스토리는 산만하고 대사가 잘 전달이 안되는 부분이 많았다  산 넘어 산에 산 그렇게 영화는 산으로  절대 보지 마세요  기분 더럽  기대보다 너무않이였습니다추천하고싶은마으없습니다  영화제목 바꿔야 할듯 곡성보단 낚시가 어떨런지자극적이긴 한데 자극적이기만 하다 얘기를 다 풀어헤쳐놔서 후반엔 이걸 어떻게 마무리 지을지 의문과 의심을 품었는데 대박 반전이었음 이렇게 말하고싶은데 반전은 무슨 끝없는 재밌고 심오하며 무거운 주제를 다루는 영화 하지만 감독의 의도가 관객에게 전달이 미쓰나는 부분이 많음 마치 문과감독 대학생의 전공과목영화책을 공대생관객이 보는 기분이다 영화 관람후 많은 해석이 필요한 내가 30대 중반인데 중간중간 눈을 감았을 정도로 역겨운 영화입니다 청소년 자녀와 함께 영화 보려는 부모님들 차라리 다른 영화를 보세요 정신건강에 해로운 공포영화입니다 임산부 노약자도 보지 마시길 이동진님 예매1위라고 기대하고 본영화동기부여부족 결말풀이 답답 그래서스토리가엉성한느낌좀비영화를봤나 그런느낌윌스미스 나는전설이다생각남ㅎㅎ반전이있지만 반전이아닌거같은연기는다좋음흡입력부족 영화시간지루함  왠만한 영화 후회안하는편이지만 곡성보고 후회함그냥 가학적인영화  미끼를 무는데만 2시간30분이 걸린영화 짜증나는건 영화가 끝나도 뭐가 미끼고 누가 물었고 인과관계를 모르겠는 영화 동서양 귀신들만 섞어서 마구잡이로 튀어나온 영화 감독 곡소리나게 쳐때리고 싶은 영화 그나마 중간에 좀 일단 저는 제 모든걸 걸고 알바그딴거 전혀아닙니다평점1점하시는 놈들은 거의 알바이거나 영화를 볼줄도 모르는 인간이거나이걸 무슨 전설의고향쯤으로 말하는데급식충들 대작 이해도 못하고 글만싸지르는것 같습니 처음에 5점 줬는데 다른 평가들 보니 가관이네요 피카소작품 처럼 이해할 수 있는 사람만 느낄 수 있다 글쎄요 이 영화에서 이해하고 말고가 있나요 그냥 짜여진 스토리대로 가는거지 꿈보다 해몽이라더니 황정민 무당 연기만 볼만함  비만오는곡성 대나무숲에 대상포진걸린 좀비등장스님신부무당처녀귀신 종합종교적 영화동물죽은거평생다본듯귀저기같은팬티는 같은편임을 상징해줌제일궁금한건 무슨내용인지 알려주심좋겠지만해드리고싶은말은  2탄은 안되용평점 이 영화는 네이버 평론가들이 미끼를 던진것이고 
451,들은 그걸 콱 물어버린것이여 왜 하필 너냐고 자네는 물 속에 무슨 고기가 있는지 알고 미끼를 던지는가이  보는 내내 기분이 나쁜 영화 뭘 얘기하려는 건지도 모르겠고 뭘얘기하려고 했던간에 이렇게 기분나쁘고 더럽고 징그럽게 표현해야만 했나 싶음 전체적으로 긴장감이 유지되고 배우들의 연기가 좋아서 그나마 5점  이 영화 호러물 입니다  요즘 대한민국 어디서든 차타고 서울가면 4시간안으로 다 갑니다 아프면 촌에서 구르지말고 서울가세요 서울  추천해주고 싶지 않습니다결말도 너무 황당  이거 대체 왜 평점이 좋은지 모르겠음영화보면서 스트레스받았던적은 처음 영화시간도 너무 길고 보는 내내 조마조마 마지막 결말은 흐지부지  연출력은 인정할만 하지만 이야기 자체의 완성도는 한참 딸림 전문가 평점에 현혹돼 개봉날 봤지만 속은 느낌 전문가들은 연출력만 평가하나 이야기의 완성도 없이 긴장감  무적 좀비  신령 이야기에만 관심 있다면  마무리가 아쉬운 영화 끝남과 동시에 여기저기 내입에서도 나온말 뭐야 뭔가를 잔뜩 뿌려놓고 주워담지 않은 찝찝한 기분의 영화 마무리만 잘했어도 10점짜리 영화가 될 수 있었는데  악마의 뜬금없는 커밍아웃 내 멘탈도 커밍아웃 감독이 뭘 말하고자 했는지는 십분 이해하나 불친절한 설명의 연출 갖가지 해석과 추측이 난무 골이 지끈거리는 영화임에는 분명함  집중은 좋았지만 복선없는 이유없는 반전만 강조  영화 곡성에는사탄좀비식인종귀신 모두 나오네결말이해하신분 얘기좀해주세요그 꼬마아이는 상줘라 아맞다 황정민은 카메오인건가  그냥 귀신영화임 너무기대를 했는지 모르지만 그냥 황정민때문에 봤음내용이 전혀 없음  찝찝한 영화기승전결이 없다배우들 연기력은 좋으나 그게 다임  이게 정말 좋은 영화인가 글쎄다  희대의 쓰래기영화1점도 아깝지만 배우들의 열연으로 그나마 집중은 잘됨시나리오를 어쩜 이렇게 매듭을 못지고 지네만 이해할 수 있게 만들었는지 모르겠음  이게 왜 15세냐 어린애들이 보면 절대로 이해 못하는 영화인데  인생작 몰입도 역대급 작품 극장에서 3번 본 유일한 영화추격자 황해 곡성 모두 역대급 수작 믿고 보는 나홍진 감독  여고괴담알포인트장화홍련불신지옥 등과 더불어 한국형 공포영화는 죽지 않았다는 것을 보여주는 수작  최고의 영화1000만 넘은  깡패영화보다 훨씬 좋은영화다이런 영화가 1000만 넘어야 한국 영화가 산다  한국에서 나오기 힘든아니 전세계에서 나오기 힘든 명작이다  이런 미스터리장르 너무 좋다 한국에서 이런 영화를 만들었다는게 감탄스러움 오컬트 장르를 잘 연출했고 스토리 또한 좋음 개인취향이지만 이 영화가 재미 없다는 분들은 영화를 깊게 보지 않는 분들인 것 같다  이 정도면 작품성있는 영화아니냐감독주관이 뚜렷해서 좋다  몇번봤지만 마지막 도깨비귀신 보려고 끝까지봤어요 반전의반전이네요 배우들연기가 볼만합니다  나홍진은 3번만에 벌써 이런 영화에 도달을 했다  결론천우희ㅡ삼신할매마을 사람들 지키는 수호신이며 일본악마를 마지막에 덫을놓고 잡으려다가 실패황정민ㅡ일본악마한패개인적인 생각은 그 악마를 신으로모시는 무당일듯싶음황정민이 마을을 다시 찾다가 천우희 만나면 로튼토마토 99 쩌네ㄷㄷ 물론 그 점수로 평점 매긴건  아님  재개봉했으면 좋겠다  한국에 나올수 없는 천재   아카데미상 받을수 있는 한국에 유일한 감독  개인적으로 본 우리나라 영화 및 공포 영화 중 손꼽는 영화 이미 6번 정도 봤는데 볼 때 마다 다른 영화 보는 느낌이다 그러나 소름끼치는 건 매 번 똑같음  안보셨으면 보시지마시길 바랍니다전 이영화보고 한동안 머리속에 기분나쁜 섬뜩함이 계속 남아서 힘들었습니다 꿈에 나올까 무섭더라고요  찜찜하다 초중반은 볼만하다 후반은 너무 비비꼰다국산 치고는 잘만든 기분더러운 영화  지금 로 보는사람  
