,0
198,보는 내내 짜증의 연속이었음이미 그런평을 들었던지라별다른 기대는 안하고 있었지만그래도 5600만 명이나 봤다고해서다른 무언가가 있진 않을까 하는기대는 있었지만 역시나짜증나고 메스껍고 역겨운 영 평점이 좋아서 봤는데 진짜 최악이예요 보고나서 찝찝함을 떨칠수없습니다 정신건강에 매우 안좋습니다 보지마세요 돈아깝고 시간도 아깝습니다 차라리 그돈으로 한강가서 사랑하는 사람과 치맥하세요 좋은것만보고 좋은 생각만하기에 졸재미없음진짜재미없음  정말 안봐야 했던 영화입니다  개핵노잼쓰레기같은영화  진짜 극혐 내인생 최악의영화  영화 스토리의 개연성이 부족함  혼란스럽고 돈과 시간만 버린 느낌   이 수위에 15세관람가인걸보면 관객들의 돈이 목표지 관객을위한 영화는아닌듯 그리고 이런영화에 환호하는 관객들을보면 무섭다 사람들이 점점 자극적인것에 열광한다는게  별 1개도 아까움 개연성도 없고 인터넷에 떠돌아다니는 숨은 의미 해석 보고 소름이라는애들 진짜 이해안감걍 노잼ㅋ  핵쓰레기 하루종일 그지같을듯  같은 상영관에서 본 관객들중 누구의 입에서도 재미있단 소리듣지 못한 영화  연출장난으로 헷갈리게 만들어서 무서움을 짜냈다 생각해보면 스토리는 병맛에다가 온갖것들 다가지고와서 짬뽕임 목적없는 악마와 뜬금무당 동맹설에 아 여튼 앤딩은 기독교 코스프레 해볼려고 고생많았음 노답영화  대국민 낚시 영화곡성을 가도 이것보단 잼있겠다  최악 언론 낚시에 놀아난스토리도 그지같고 말고안되는 내용에 정말 어이상실 절대 보지마세요  1도 안무섭고 웃겼음좀비 넣은 이유가 걍 훼이크였다는 감독인터뷰 어이없음 ㅋㅋ걍 넣으려면 무섭게 좀 만들던가영화관 사람들 다 웃음 ㅋㅋㅋㅋ  정말기대되서오늘개봉하자마자조조로봤습니다음제가영화를볼줄모르는건가요영화가계속산으로가고어줍잖은좀비에잔인하기만하고무얼얘기하자는건지도모르고그냥좀실망스럽네요개인차가있을듯  관객 속이려고 아주 되도 않는 떡밥 더럽게 뿌린다 박평식 이거에 높은 점수 주는 건 또 뭐냐 에휴 다른 명작은 그렇게 까대더니 결국 평론가도 개인취향  아누가 이거 재밌다고했나요정말 역겹고 피 튀기고 잔인하고 머릿속을 더럽히는 영화입니다 자극적으로 만드려고 온갖 시각적으로 잔인한 건 다 사용햇구 속았단 기분만 드네요 돈 아깝다 아역도 정신적으로 피폐할 듯  
199,썸 타던 애랑 이거 보고 헤어졌다  적극 비추  
200,1점도 아까워요 진짜 안본눈 안본뇌 사고싶습니다  
201,19세 금지영화로 올리죠 동생한테 보여주기 그지같은 영화입니다 뭐 이걸 15세로 놔요  
202,그래서 장르가 뭐라고  
203,곡성을 보고왔다나홍진은 예수를 아주 잘 이용해서 사탄을 만들었다 마지막 와타시는 좀 웃겼던것같다 살짝 중2병느낌그래서 15세가 아닐까  
204,정신상태 악화시키는 최악의 영화였다  
205,진짜 내용도모르겟고 잔인하기만해요  정말 기대를 많이했는데 이상합  
206,당췌 무슨 내용인지도 모를 정도로 더럽구 싸이코패스적인 영화  분명중간중간에 코미디가 있다 ㅋㅋ 대나무밭 좀비씬 코미디인줄 2시간반 동안 뭘본건지 모르겠고 황정민 천우희가 왜 이영화를 했는지 모르겠다  평론가들의 취향은 알수가 없다  
207,재미를 떠나 어느정도는 힌트를 줘야 관객이 공감을 하고 유추를 하지 이건 뭐 밥먹는신 나오다 눈깜짝할사이에 똥싸는 신 나오는 격이네  
208,저희는 안맞는거 같습니다중간에 나왔어요  
209,뭔가 애매하다 내용이 이랫다 저랫다  기대하고봤는디 핵노잼이네요뭘말하고자하는지 알겠는데 억지스럽고 어색합니다ㅠ배우들연기에 별하나드리고갑니다광고에현혹된듯한 느낌입니다  이용철이가 높은 평점을 준 영화는 안 좋은 영화다 보러가기가 망설여진다  
210,긴장감은 내내 유지하나 해소되지 않는 찝찝함이 걸린다 귀신영화는 좀 어이없네요  
211,존나 재미없다 존나 의미없다  
212,야근하고 보지마세요 꿀잠자다 왔네 번개두방 맞을때 잠깐깼음  
213,무섭지도 않고 재밌지도 않은  쉬불 변신보고 너무너무너무 실망해서 여기까지왔다 개봉당일 평점기록 다 1점 ㅋㅋ 지금 돌이켜보면 이게 진짜 오직 한국에서만 보여줄수있는 공포영화의 정수인것같다  
214,늑대     일본인똘마니 황정민시민     곽도원의사     천우희  
215,누가 작품성을 좋다고 말했나무엇이  방금 보고 나옴 쓰레기  어느 평론가의 말이 귓가에 맴돈다잘 만든 영화라면 평가가 이톡록 극과 극으로 나뉘지 않는다고  1보다밑은없네요   1000  점주고싶네요미끼를던진 영화 스릴러 공포물 좋아하는 매니아로써 내용도없고 끝난건지도 모르겠고  반전이란 단어보단 억지로꼬여서 짜낸영화  평점좋게 쓴 분들은알바생  10점을 기대이하지루하고 대체 무슨내용의 영화인지 알수가없다  아니 엄청 기대하고 봤는데 말도 안되는 스토리를 좀비는 머고 일본인이 트럭에서 살린 개는 머고 진짜 앞뒤가 졸라 이상한 영화  일본놈무당 황정민 무당이 짜고 한마을에 연쇄 친족살인 일어나게하는 쓰레기 좀비등장영화 개연성설명엔 코어영화니깐 이해하라하고 수준있는척 나대는 기획사 홍보를 통한 흥행몰이의 결정판  어이없고 허탈하고 짜증나고 스트레스 받고왜 쓰레기가 생각날까  
216,최악의 영화  주제도 전하고자 하는점이 뭔지도  전혀 없다 이보다 더 나쁠순 없다  실재로 본 사람만 압니다 좀비 완전 찝찝하고 반전조차도 찝찝하고 이것이 왜 15세 인지 이해도 되지 않고 떡밥들을 찾긴했는데 열받고 여튼 그렇습니다  내 원  참 의 영화라고 말하고 싶소 처음 영화평 올리는데 이 영화는 쓰레기같은 영화라고 꼭 말해주고 싶소  당신은 평론가와 알바가 던진 그것을 물어뿐겨  영화 오늘 봤다 지우자마라 네이버  알란 파커 감독의 엔젤하트를 쌈마이로 만들어 뿐겨  별 시답지않은 영화 재미도 감동도  스릴도  아무것도 없어 그래서 난 한국영화 돈주고 안봐  개연성 하나도 없고 회수도 못할 떡밥만 뿌려놓은 지루한 영화 그래놓고 뭐 해석 열린 결말 그럴 가치도 없음  이 감독의 뇌구조가 문제가 있음 일단 잔인함 보고나면 지울 수 없는 찝찝함이리저리 끼워맞춰 영화를 만들긴 했지만 억지 설정에   간단히 요약하면 착한 귀신과 나쁜 귀신의 계속된 싸움 속에 나쁜 귀신 와 진짜 개똥같다 열자 ㅋㅋ  쓰레기 영화진짜 쓰레기 영화엔딩 크레딧 나올때 뭐 더 남은거 없나 한참 기다렸네완전 쓰레기영화  살인의 추억을 기대했지만 여고괴담이었다  시간이 아깝고 배우들의 열연이 아깝다 말도 안되는 반전이라 주장하는과 복선의 정의도 모르는 마음대로의 구성   기가 막혀서 처음으로 로그인해서 평점을 쓴다  ㅋㅋ 장르 짬뽕에 그냥 재미없구 시간 아까움 질질끌고  다 담으려다 하나도 못 담은 영화  보지마세요 진짜 개화나네미끼만 실컷 던져놓고 답도 없고  결말 황당 내용 어이 상실  난생 처음 평점 올려봄 대실망  내생애최악의쓰레기영화  절대 보지마세요  그야말로 과대평가  감독과 제작진들아  이런말까지 안할려 했는데 죽고싶냐  리뷰 쓰면 선물주는 이벤트하나 아니면 알바를 풀고있나 이렇게 호평받는 이유를 모르겠다 앞뒤 개연성 없이 i겨다니다 끝난 기분  진짜 기 영화네 알바 조나 풀어J네 개 빡치네  
217,인생 최악의 영화 정신적으로 보는 내내 힘들었고 심신 피폐해지는 느낌이었음 중간에 진짜 뛰쳐나가고 싶을 정도로 보는내내 괴로웠음 내기준에서는 명작인지도 모르겠고 온통 자극적인것만 짬뽕해서 만든 영화같았음 효진이  그냥 노잼 이건 뭐 대단한 영화라고 해서 봤더니 그냥 낚시만 함 그리고 수준 낮은 애들은 보지말라고 하는데 그냥 수준 이하의 영화임  제품이 엉망이라  설명서만 불티나게 팔리는 느낌  
218,여러분들을 의심해서 미안해요여러분들의 말이 다 맞았어요ㅠㅠ 스토리가 음서요ㅠㅠ  결론은 쓰레기는 소각장으로걸래는 빨아도 걸래다가 결론임15세관람가를 허용해준 게쓰레기위원들은 지옥으로 가길 제발 기원한다  
219,무슨내용인지 이해가 안감 난해함  
220,쓰레깁니다 보지마세요 여친하고 헤어질뻔함  살인의 추억을 기대했던 내가 바보다  0점   점수 있으면 주고 싶네요 취향이 다른건 알지만 이거 재밌다는 사람은 뭐가 재밌다는 건지 사람죽이고 좀비 나오고 어린애가 괴롭다고 소리지르고 가족 죽이는 것이 재미 있다는 건가 감독이 뭘 말 어설픈 악마 처리와 개연성없는 내러티브 평론가들은 제정신인걸까 황정민의 연기쇼빼면 아무것도 없는영화 천우희는 왜 처음에 바보행세를 한것인가 똑디 말할수있으면 처음에 언지해주면될것을  고생한것에는 박수쳐 티비 재방이나 볼껄  반전영화임에도 불구 결말을 알았지만 속이 시원하게 풀리는게 아닌 찝찝함 그리고 보는 내내 관객이 스스로 몰입해서 유추하는게 아니라 억지로 한쪽만 보게 만들어 놓고는 쨘 아니지롱 하는 거지같은 기분  보는내내 불 내용에 개연성이 없다 내용을 영화에 담지 못하고 해석을 봐야만 하는영화  다시는 보지 않겠습니다 개연성 억지로 맞추려 하는이런 영화를 시간을 내서 본게 저는 아깝다고 느껴지네요배우들의 연기력은 인정 합니다하지만 제가 여태껏 봐온 영화중에 제일 불편했던영화로 기억 남을 것 같습니다  호평이 가득하지만 정말 재미없는 영화였다 개연성의 부족으로 관객을 우롱한 느낌이 들었다 반복되는 스토리로 지지부진함도 있고   비평가들 평점에 절대 현혹되지마라영화를 보고 나오는 순간 곡성을 듣게 될것이여  그냥 내 돈주고 스트레스 받고 끝  내가다른건다이해하고그냥저냥봤는데좀비는좀아니지않나황정민도뭐캐릭터자체가뜬금없어그래도좀비는아니지하하  핵노잼 진심으로 보고나면 그래서 어쩌자고이생각이 드는 영화평론가들 다 뒷돈 받아먹었나  
221,내용이지루하고별로였어요  1점도주기싫은영화다제발안보길바란다15세관람가라니 말이안된다애들한테 너무자극적인데 왜 15세관람가인지 모르겠네욕나오는영화다돈벌어쳐먹을려고배우들연기가아깝다아욕나와  
222,스포했던놈들 죽여버리고싶다  
223,역시 나홍진 감독 영화는 피범벅으로 시작해서 피범벅으로 끝나는  엔딩 크레딧이 올라간후에도 무슨 내용인지 모르겠음ㅡㅡ  
224, 곽도원황정민천우희 세 배우보고 보기에는 스토리가 너무 난해합니다 두시간반동안 긴장의연속ㅜ  15세는 말도 안되는 등급  구성 틀이 없음 허술한전개뜬금없이 갑자기 꿈이었고 사람들이 하나같이 설득없이  그사람이 범인이야  가지마이러기만 하고있고   무슨 애기나 로봇도 아니고영화를 생각없이 보는사람은 좋아할만은 하다짜증날정도의 쓸데 정말 말하기 싫을정도로 짜증나는 영화였구요 보는내내 내가 왜 미쳤다고 돈을 내고 보고있을까 라는 의문이 자꾸 들었네요이해력이 부족해서 그런가 뭘전하고 싶은건지 전혀 못알았구요 좀비는 진짜 어우 욕이 그냥 목지 나 속지마세요 영화가 별 내용도 없고 개연성도 없고 괴상망측합니다  평론가분들 돈받고 일하시나요  
225,줄거리가뭔지 결말이뭔지  내 인생의 가장 쓰레기 같은 영화였다 왠만하면 좋게 말하는 사람인데 이건 정말 보지마세요정신이상 올거 같아요 성인인데 이 정돈데 애들이 보면 무슨 생각할까 걱정되네요 아역 불쌍해 이런 영화 다시는 없길  정말 거지같음영화 공짜로 보여준디고해서 보러갔다가진짜열받아서 난생처음으로 평점남긴다 보고나서이렇게 후회되고 열받은 적도없었다 더럽고 찝찝히고 잔인하고 감독은 정신상태 감정좀 받았으면좋겠다  0개가 있었으면 0개 표시했을텐데 의미도 없고 결말도 없고 잔인하기만 만들면 당연히 시간가는줄 모르겠지 개연성도 아무것도 없는 영화  
226,넘나 찝찝한것 별로야  
227,반전은있으나 그닥 좋은영화는아닌듯  엔딩 크레딧 올라가는 동안 머릿속이 복잡해졌습니다 더 보겠지만 최근 만들어진 한국 영화 중에서는 제일 인상적인 영화였습니다 어제 저녁 메가토크로 관람하고 왔습니다  내가여태껏봐온영화중 가장 기분나쁜영화 욕이아니라 극찬임 한국형 오컬트영화의 기념비적인작품  변신보고 너무 실망해서 모바일로 곡성보러 순회옴  하도 뭣이 중한디 해대기에  봤드만 보고 웃음만 나오는 영화 코메디좀비물에 격을 따지긴 뭐하지만 현실감제로연기자들 연기는 잘하네  
228,미끼를 던졌지만 안문 영화  뭔가 있어보일려고 각 종 장르의 기법을 다 썼지만 스토리는 산으로 가고 남은건 똥 뿐임  평론가를 위한 영화일뿐 그리고 영화평론가가 얼마나 불필요한 존재라는걸 알게해줬다  영화보자마자 평점주기는 첨이다평점에 놀아난 느낌 완전 곡나와영화 보는내내 넘 징그럽고 짜증나고 시간은 무지긴데 내용없고 반전에 반전이라는데 반전이 재미없음뭐지의문만 드는 영화  다들 영화끝나고 짜증난다고 연발함머리아프다피곤하다  재미없다 이거 한마디면 됨  초반에는 재미있다가 뒤로 갈 수록 영화가 무슨 말을 하려는지 이해가 안가네요  1점도 주기 아까운 영화임15세인건 정말 말도 안되는 수준의 잔인함이였고 보는 내내 너무나도 기괴하고 소름끼치며 기분나쁜 장면들에 괴로울 정도였다내 인생 최악의 영화이다정신건강에 너무 안좋을듯보지 재밌다고한사람들누군지진짜고소하고싶다  개연성 종범 뒤만 찝찝함 걔는 왜 그랬지 그건 뭐지 이건 왜 한거지  변신보고 왔습니다 곡성이 대단한 명작임을 그땐 몰랐습니다 반성합니다  아무리 그래도 1점을 주는건 뭔생각이냐 물론 찝찝한건 이해하지만 우리나라에서 보기드문 신선한 스토리로 잘 만들었는데  영화에 집중을 안한 사람들과 이해력이 딸리는 사람들에게 뭔가있나 보다 하게 만든 영화  이해력이 보통은 되는 관객에겐 애초에 앞뒤 안맞는 시간낭비 엉터리 영화  
229,노잼노노노잼잼 여자친구가 허리만아프대요  청소년관람가가 맞냐고요  근친살해가 청소년관람가 맞아요 자녀들 데려갔다가 영화보고 성질이 나네요감독의 사고의식도 의심스럽고 그걸 등급매기는 심의위원회도 그렇고요 그리고 영화의 결론도 없는걸 방송에서는  재미있다 
230,권악징선은 싫어요 ㅜㅜ  관객을 어리둥절하게 만든다고 높은 수준의 영화가 되는 것은 것은 아니다  영화보려고 극장갔더니 곡성이 극장 장악해서 다른영화는 상영도 안하고 할수없이 이 영화봤는데 결말이 흐지부지 이게 머지 이런생각하고 나온 영화 돈 시간 아까웠습니다 너무 실망했어요 황정민씨 무당 연기는  초반부는좋다 중반넘어가면 억지로반전반전 그러더니결말은 수습불가 어거지로반전시키니 내용이나 개연성도없고  몰입도도읍고 다신보고싶지앉은 영화에 등록  반전도 좋치만 최소한  먼개기가있던가 개연성도없고  그냥반전  삼류영 아무것도 모르는 백지 상태에서 영화를 봤다 중간에 와이프가 몇번이고 나가자고했다 나 역시 8이라는 말을 한 서너번 한것 같다 주말밤 내돈 주고 이런 쓰레기 영화를 본것에 화가 나네요 아주 더러운 기분입 돈개아까움 공짜로 보래도 다시는안봄  여자친구랑 같이 봤다가 제 몸 하나 못 가눠서 영화 끝나고 헤어질뻔 했습니다 여러모로 영화 끝나고 찝찝하네요  무책임한 감독이 만든 겉만 번지르르한 영화  아나 알바풀었냐 이렇게 ㅆ노잼인 영화는 또 간만에보네 ㅡㅡㅋㅋ 야 진짜 내평점이 레알이다 절대보지마  영화 이따구로 만들고 알바풀어서 관객유도하는 더러운 수법스면서 스크린쿼터제 폐지하지말란다ㅋㅋ 웃기는소리하네  정신건강에 유해할 수 있으므로 청소년관람 피하시는게 좀비 악마 가족간 살인  결국 비극적 결말등갱ㄹ적으론 찝찝함을 가져다주는 영화였습니다  돈아깝고 화가남다 감독은 개연성이 떨어져도 억지반전을 만들면 잘만든 영화라고 착각하는듯  기독교나 종교의 신성함도 비하하는듯 느껴졌다  감독의 판타지를 관객에게 실험한듯한 불쾌감보고나면 찝찝하다는 말이 이걸 두고 한 말인가주제도 장르도 모두 모호하다그냥 말도안되게 모호하고 불쾌한 영화  평정처음남긴다안보는거추천  자기가 이해했다고 1점주는 사람왜 욕하는거지나만 영화잘보눈 멋쟁이야 이런겅가 모든사람들 눈에 아우르는 대중성또한 실력인데 나는 8점정도로 재밌게봤지만 나만잘낫어 하눈 인간들x매 1점준다  여러가지하려다 수습불가 상태로 덮은 영화  별하나도 아깝다옆자리에서 시빌워볼껄탄식이  진짜 이거보고 토 나올뻔함 처음부터 끝까지 대부분 좀비아니면 죽고 죽이는거 별 스토리도없고 그냥 잔인하다는 생각밖에 안듦 이럴거면 청불로 바꿔라 15세는 아니다 진짜  진심 영화보는내내 식은땀 스트레스 나가고싶은 충동이 엄청났지만 만원도아깝고 결말이 다해결해주겠지했는데 나올때 결말보고 정말 허탈감쩔었음 페북에뜬 해석을 봤는데도 그냥 짜증나고 찝찝함ㅋ 괜히봤다는생각 개쩔  영화 한편에 만원 최저시급 6000원 가난한 학생들은 두시간 일해야 볼 수있는 영화에요 수용하는 사회는 안중에도 없네요 감독이 느끼는 쇼킹한 감정과 사람이 짠함을 느끼는 요소를 개연성 없게 풀어놓았네요 자신이 절대 보지마세요 왕 짜증  하 감독이 미친건가 나오면서 욕나온다 진짜돈과시간이 아깝다 잔인하면서 이렇게 지루할수가 있나 도대체 뭘위한 영화인지모르겠다 정말 딱 미끼를 관객에게 던졌다 와 귀신이 피를말리는게 아니라 영화가 관객을 피말려죽이다 별 내용없는 영화네요현실적이지도 않고황정민 안나오면 아무도 안볼듯하네요  미스테리 성향의 영화에서 제일 중요한 것이 결말인데 왠 악마 적그리스도 신부의 뜬금없는 급발작식의 캐릭터 변화도 그렇고 악마적그리스도 급의 일본인이 힘없이 당하고 있었다는 것도 논리부족 논리플롯의 중심과 
231,반전에 반전 하지만 내용도 모르겠고  알바들과 과대 망상자들이 부풀려 놓은 영화 반전에 놀라지만 그냥 관객을 놀래는데서 끝날뿐  뭘 얘기하는 거지  내 기준 1점도 아까움 억지 반전 만들려고 꽤 있는척하지만 허술한 저급영화임 일본미신신앙  한국토속신앙  유럽악마신앙에 3류 좀비물까지 더해진 영화평소 엑소시즘 관련영화나 고어물 좋아하는사람한테는 정말 유치한  내가 살면서 황해 감독의 영화는 절대 안보겠다고 다짐했었다 곡성 또한 황해와 같은 감독이 만든 영화인걸 알았다면 죽어도 안봤을거다 천원내고 보라고해도 안본다 영화만큼 더러운 언플에 속지마세요 ㅎ  감독이 겉멋만 잔뜩들어서는 억지 메시지를 전달하려는 영화현대 미술처럼 그냥 대충 만들어놓고는 해석하기 나름이라는 그럴듯한 말로 포장하면 있어보이기 딱 좋은 영화  비추 여기저기 홍보만 열심히 해서 
232, 낚지말고 그 비용 제작비에 더 투자해서 영화나 제대로 만들기를 평론가들 하나갈이 입맞춰 찬양하는 영화 더티한 짓 그만들 하기를 평론간지 홍보맨인지 그것이 알 보지마세요 기분잡치는 영화입니다돈주고 기분버리고 정신건강해치네요  
233,갈수록지루   3류시나리오일류배우를쓴꼴  
234,왜봤지 돈날렸다  
235,개노잼이었다 왜밧지 이걸  90년대 홍콩할매귀신 보는줄 보다 그냥 나온영화는 처음  이게 어떻게 15금이냐미친넘들옥시보다 너네가 더 나빠  감독의 의도가 무잇인지를 쉽게 알지못할 만큼 정신이 없는 영화에요 도대체 왜 그리 사람목숨을 쉽게 죽이는 영화를 만드시는지꼭그렇게 피가 난무하게 해야했나요ㅠㅠ  절대보지마세요 돈아깝고 기분나쁘고최악임  정신없고 일본 한국 미국 짬뽕 시킨듯한 깔끔한 결론처리 부족으로 짜증폭발함  
236,보는내내 할리우드 3류 공포영화를 보는듯한 느낌 뻔한 구성 연출  
237,머리속에도 마음속에도 남는게 하나도 없다 2시간40분동안의 긴 시간에 선명한 메세지 하나 남는게 없다면 이건 정말 잘 된 연출인가 너가 몰라서 그런거야 라고 한다면 내가 그걸 왜 영화를 보면서  
238,
239,을 기만한 영화 줄거리의 개연성도 없고 왜 저런 장면을 넣었는지도 모르는 부분도 많고 보는내내 긴장감도 없고  
240,최악 러닝타임3시간이라 미치는줄대한민국 영화 답없다이딴게 흥행하고 국민들 미개하고  내 평생 이렇게 평점 남기고픈 영화도 첨이다 언론과 평론가들에 의해 고평가된 저질영화다 
241,들 평점1점 준 이유가 다 있다  
242,진짜진짜 노잼임 킬링타임용으로도 보지마라  
243,곡성 
244, 평점 작성어어어어  왜 띄워주는지 도저히 모르겠네요잔인하고 역겨운 장면도 너무 많고 스토리는 산으로 가고쓸데없이 길기나하고 있어보이는척 하는 영화  감독은 연출을 너무 못했고 욕심은 너무 많았다 사실을 믿지않고 엉뚱한 것에 마음이 뺏기면 이렇게 된다를 보여주고싶었나 본데 곽도원가족이 무얼 잘못해서 사기치는 무당과 악마가 붙었으며 곽도원이 왜 마을 수호신인지 
245,전혀 관객에게 배려가 없는 영화  
246,계속 반전기다리다 지친영화  마치 배부른데 롯데리아가서 2000원짜리 싸구려 불고기버거 먹은느낌이다 반전이고 떡밥이고 일가족 조지는스토리를 악마와 무당을 더해서 더욱 기분나쁘고 소름끼치는 스토리를 만들었다  
247,이 장면은 무엇을 의미할까 왜 이런 장면을 넣었을까 하는 궁금증에 대한 해답을 어디에서도 찾지 못했음  
248,최악입니다 감독님팬이라 부모님 모시고 갔는대  
249,완전별로 반전도 이상하고 그냥 징그럽고 무섭기만 했던영화ㅋㅋ돈아까웠음ㅜㅜ차라리 시빌워를 2번볼것을ㅋㅋㅋㅋ개무서움ㅜㅜ 애기도무섭고 일본사람도무섭고ㅠㅠ 꿈에 나올까봐 더 무서웠음ㅋㅋ황정민나온다해서 본건데 완전 실몽임ㅋㅋ 
250,뭔 말을 하고싶은지도 모르겠고 그냥 드럽게 더러움  
251,글쎄요 영화 추천하고 싶지는 않아요  별점1점 주면서 영화가 불쾌하고 찝찝하다는 사람들은 이영화장르가 무슨 성장드라마쯤 되는줄알고 봤나보다  현재 20192월 이 영화 이후로 볼 가치가 있는 한국영화 단 한편도 없었음  반전을 위해 개연성을 버리다  그냥 잔인하게 이유없이 막 끔찍하게 죽이는 영화 그 이상도 이하도 아님 어린 아이의 근친살인까지 집어넣는 15세 관람가인게 믿기지 않는 잔인함  집에 할꺼없고 놀꺼없고 친구없고 일거리도없어도두번은 안보고 싶은영화  개연성 1도 없고 여러해석들 읽어봐야 이해하는척 할수 있는 쓰레기영화  
252,도대체 감동도 없고 생각도 없고 의미도 없고 단지 찝찝함 그 자체  
253,너무 찜찜해여모지여연기력은 최고인데  
254,의도를 모르겠는 무서움  변신보고 너무 어처구니가 없어서 곡성 다시 볼려고 다운중이다나홍진이 얼마나 영화를 잘 만들었는지 다시 한번 느끼네  원래 찝찝한 장르의 영화보고 찝찝해서 별로라는 사람들은 멍청인가 난 공포영화 보고서 무섭다고 1점 주는 사람보면 정신병자인가 싶음 ㅋㅋㅋ  솔직히 거품이 많이 낀 영화다  코에 걸면 코걸이 귀에 걸면 귀걸이 나홍진 감독과 이동진 평론가가 곡성에 대해 묻고 답하는걸 봤는데 동문서답에 들으면서도 무슨 말인지 모르겠더라 다음부터는 여러갈래로 갈라놓고 얘기하는 영화같은거 만들지 말길 바 나는 천재다 그러니 이 영화를 보고 나를 존경해라라는식의 과시용 영화랄까영화에 있어서 가장 중요한건 관객과 소통함으로써 관객에게 뭔가 메세지를 전달하거나 감동을 가져다 주는건데 이건뭐 기 망작 
255,웰메이드 쓰레기 영화같은 똥  10점주는 따봉충들 극혐이다 극찬할만한 영화는 아닌데  
256,찝찝하고 너무 짜내어 억지로 만들어낸 반전들 같은 느낌  진짜 잔인하고 불쾌하기만한 영화 개 뜬금없는 반전에 뭐같은 결말  영화보면서 나홍진이 개신교일거라고 생각했고 찾아보니 맞았다 냉정하게 말해서 나홍진의 종교가 이 영화의 본질자체를 저렴하게 만들었다 아쉽다  배우들 연기는 좋다 하지만 도대체 영화 내용이 무엇인지  감독본인도 모르는 것 같은 여기저기 스릴러물 짜집기해서 구겨 놓은 잔뜩 맵기만 하고 감칠맛 없는 엉성한 작품이다 영화보고 감독 이름을 확인했다  앞으로  
257,이런입소문듣고갔다가 토나올뻔아돈아까워  산만함의 총집합체 평론가들과 감독들은 좋아할 만한 영화 이런 영화에 찬사를 쏟아내는 평단의 수준이  슬퍼진다  
258,이게뭐야시나리오도 개판이고  연기자들의 연기들은 정말 대단했지만 스토리가 너무 애매하고 관객들의 해석위주로 한것이 아쉽습니다 그리고 이 영화는 꼭 봐야한다라는 광고와 허위 평가들이 너무많이 기대를 준것이 직접보고나서의 허무함을 많이 느끼게 됫 글쎄요갑자기 좀비가 나타나서스토리가 좀지속적으로 깜짝깜짝 놀랐는데너무 과대평가된 부분이 있지 않나 싶어요이런 내용이었다면 안봤을 듯 싶네요기대이하였네요  그냥 관객들 속이려고 미끼 떡밥만 많은 삼류 한국 좀비 영화  1점도 아깝다 이 영화 아직 안 본 사람의 눈을 돈주고 사고싶다는 리뷰에 백퍼공감한다  1점짜리에 다 좋아요 눌러줬고 나도 이렇게 쓰고있다 주변사람들 절대로 보지말라고 알리는중  2시간반내내  혐오스러움 그래도 결말을 기대했으나 그대로 피칠갑만 한채 끝나버리니 관객이 오히려 폭행만 실컷 당하다 나온느낌  끝나구  내가 던진말은  머 이런 ㅈ같은 영화가 다있어   절대보지말길  게다가 후기는  한 감독의 조잡한 사고력의 극치  
259,죽인장면 선정적이기만하지 스토리가없다  이게 잼있는건가  전혀  최악이다 긴장감은 억지로 조성된 느낌 보는내내 느껴지는 답답함과 전혀 이해 안가는 전개 그리고 악마와 무당의 조합은 전혀 개연성도 없고 이게 좀비물인지 사탄물인지 퇴마물인지 갈피를 못잡겠고보는 내내 떡밥만 있던 내  왜 15세인지 이해가 안되는영화  처음으로 남긴다 의미나 알고 빨아대냐지적 허영심으로 가득찬 한국 관객을 후렸다면 후린거지추격자로 돌아가라 홍진아하긴 그땐 걸출한 제작사인 비단길이 있었지  그냥 악마 토속신앙 짜집기인데 등장인물들은 바보라서 맨날 당함  작가의 자위행위가 적나라게 드러난 한마디로 역겹다  
260,하할말없는영화  
261,곡성  후까시  0본인이 뭘 만들고 있는지 모를 때 나오는 결말  
262,호불호가 강할듯 솔직히 나는 보고 돈아깝다는 생각이 제일 먼저 들었음  홍길동이 성인 파괴영화면 곡성은 청소년 파괴영화  그 전의 감독의 영화들과 비교했을때 너무 함축적인 의미를 많이 쓰고 스토리 전개가 답답하게 이어지는 부분이 많았습니다 그저 이번영화는 감독이 세계 영화제 수상을 위해 작품성에 치중하고 황정민이라는 티켓파워를 이용 더러운 자극에 더 더러운 자극을 더한 것 이상도 이하도 없음 개인적으로 여교수의 은밀한 매력  성냥팔이 소녀의 재림을 능가한 작품  평론가들을 더이상 신뢰 할 수 없게 만든 영화영화라는  예술에 뒤에 숨어 청소년관람금지해야되요이런걸어떻게 미성년자가봅니까ㅡㅡ  
263,뭐죠 아니 왜 이런  
